"CrashDate","CrashYear","CrashMonth","CrashDay","CrashTime","LightCondition","Weather","County","CityVillageTownshipName","Lat","Long","PedestrianRelated","BicycleRelated","Narrative"
2019-09-07,2019,9,7,08:25:00,"Daylight","Clear","Franklin County","Columbus",40.12346,-82.972566,TRUE,FALSE,"Unit # 2 was traveling S/B IR 71 in the far right lane when she observed Unit # 1( a pedestrian) standing on the edge of the moving lane and then stepped into the lane of travel in front of Unit # 2 causing Unit # 2 to swerve onto the right berm to avoid striking Unit # 1. Unit # 3 was traveling in the same direction behind Unit # 2 but was not able to avoid striking Unit # 1 then struck the rear of Unit # 2 pushing into the concrete wall before both units came to a stop. Witness # 1 was traveling S/B in the far right lane in front of Unit # 2 and # 3 and observed Unit # 1( a Pedestrian) standing on the edge of the berm and lane of travel. The witness further explained he swerved to avoid striking Unit # 1 and was watching in his rear view mirror as Unit # 1 stepped in front of moving traffic and observed Unit # 3 strike Unit # 1 and Unit # 2. The driver of Unit # 2 stated she swerved to avoid Unit # 1 and stated that Unit # 1 looked at her as she drove past and appeared to be upset that Unit # 2 avoided striking her. The driver of Unit # 3 stated she wasnt sure if Unit # 2 struck Unit # 1 before she did and the occupants in Unit # 3 stated the same. Unit # 1 was transported to Riverside and was in surgery being treated by Dr. Bonta."
2019-09-09,2019,9,9,22:20:00,"Dark - Lighted Roadway","Clear","Franklin County","Columbus",40.05828,-82.92358,TRUE,FALSE,"Unit #2 was traveling W/B on Morse Rd.; just west of the intersection at Sunbury Rd and Morse Rd. when Unit #1 walked N/B across Morse Rd.; outside of the crosswalk. As Unit #2 continued to traveling W/B in the far right lane; Unit #1 was struck by Unit #2 in the traveling lane.  The driver of Unit #2 immediately stopped her vehicle and called 911 for emergency assistance. Witness #1 stated that he was traveling E/B on Morse Rd.; and witnessed Unit #1 walk across E/B and W/B lanes of traffic. Witness #1 stated he observed Unit #2 slam on the brakes and strike Unit #1 as a result of being in the roadway. Unit #1 was transported to OSU Main by Clinton Township Medic 61 in life threatening condition.  Unit #1 was pronounced at 10:51PM. The Accident Investigation Unit responded to the scene and initiated an investigation.  Unit #2 was released to the owner; and  towed by Pro Tow."
2019-09-11,2019,9,11,21:36:00,"Dark - Roadway Not Lighted","Clear","Franklin County","Columbus",39.90535,-83.02344,TRUE,FALSE,"Unit 1 was walking southbound on the right/westside area of the  southbound lanes of Jackson Pike. According to Unit 2 Unit 1 jumped into his lane  of travel as he was traveling southbound Jackson Pike north of Dyer Road. Unit 2 stated he didn't have time to act before hitting Unit 1.  According to Unit 2 Unit 3 was  behind him and then struck Unit 1 but fled the scene. Unit 2 stated that Unit 3 was a dark colored SUV. Columbus Fire Medic 3 and EMS 11 pronounced Unit 1 at scene."
2019-09-14,2019,9,14,20:49:00,"Dark - Lighted Roadway","Clear","Franklin County","Columbus",39.97633,-83.1182,TRUE,FALSE,"The incident occurred on eastbound I70 at mile marker 92.2.; east of Hilliard-Rome Rd. Officers arrived on scene and observed a gray Chevy Suburban bearing Ohio tag: EBE9917  in the center median with damage to the passenger side. Officers observed a dark blue Nissan Rogue bearing Ohio temporary tag: J515571 with heavy front end damage on the shoulder next to the inside lane of eastbound I70. The Nissan was directly behind the Suburban and to the right. Upon approach officers observed a pedestrian (Unit #1) lying on I70 by the front passenger tire of the blue Nissan bearing Ohio temporary tag: J515571 and unresponsive. Unit #1 was transported to OSU Main Hospital in critical condition by CFD Medic 26.     The witness stated to officers that unit #2 was traveling eastbound on I70 and the pedestrian (unit #1) was running across the eastbound freeway lanes; from south to north.  Unit #1 was struck by Unit #2. Unit #2 continued from the scene eastbound on I70 and pulled over temporarily and then left the scene. The witness stated the incident was recorded on his camera in the vehicle. AIU was advised and responded to the scene of the accident. Unit #1 was pronounced at12:12am on 9/15/2019 by OSU Main Hospital. The witness stated unit #2 was a white Chevy Malibu with four doors and bearing an Ohio tag."
2019-09-18,2019,9,18,06:23:00,"Dark - Roadway Not Lighted","Clear","Franklin County","Columbus",39.957722,-82.8382,TRUE,FALSE,"Collision occurred in front of 1045 McNaughten Rd about 587 ft south of Cherry Hill Ct.  Unit 1 was pedestrian crossing McNaughten Rd from the west side to the east side at the driveway for 1045 McNaughten Rd.  Unit 2 was northbound on McNaughten Rd approaching Cherry Hill Dr.  Unit 3 was southbound on McNaughten Rd from Cherry Hill Dr.  Driver of Unit 2 stated she saw the pedestrian crossing in front of her and tried to swerve; but still struck the pedestrian with the front of Unit 2; knocking pedestrian down.  Unit 3 then ran over pedestrian and Unit 3 did not stop after the collision.  Pedestrian was pronounced by CFD Medic 5 at 6:30am."
2019-09-20,2019,9,20,06:47:00,"Dawn/Dusk","Clear","Hamilton County","Cincinnati",39.140091,-84.411846,TRUE,FALSE,"UNIT 1 WAS ATTEMPTING TO CROSS N/B INTERSTATE 71 ON FOOT FROM WEST TO EAST.  UNIT 2 WAS N/B ON INTERSTATE 71.  UNIT 1 IMPROPERLY ENTERED THE TRAFFIC LANE OF UNIT 2; CAUSING UNIT 2 TO STRIKE UNIT 1.  UNIT 1 SUFFERED SERIOUS INJURIES AND WAS TRANSPORTED TO UNIVERSITY HOSPITAL BY FIRE PERSONNEL; WHERE HE WAS PRONOUNCED DECEASED."
2019-09-27,2019,9,27,15:37:00,"Daylight","Clear","Franklin County","Columbus",40.06026,-82.97095,FALSE,TRUE,"Unit 2 was stopped at a red light Westbound on Morse Road; at the intersection of Tamarack Blvd. Unit 2 signal  turned green and started westbound on Morse Rd. Unit 2 saw Unit 1 traveling Northbound on Tamarack Blvd in the intersection. Unit 2 tried to stop but struck Unit 1 in the middle of the intersection. Witness 1 stated Unit 2 had the green light and Unit 1 light was red when he was in the intersection; also stating Unit 2 could not stop in time. Witness 2 stated he saw unit 2 strike unit 1 in the middle of the intersection. Witness 2 stated he thinks unit 2 was not able to see unit 1 due to cars blocking her view."
2019-09-27,2019,9,27,07:48:26,"Daylight","Clear","Hancock County","Findlay",41.066962,-83.649891,FALSE,TRUE,"Unit #2 was traveling northbound in the curb lane of N. Main near the intersection of Santee Ave. Unit #1 was also traveling north bound on N. Main St behind Unit #2. Unit #1 struck Unit #2  as well as Unit #3 which was parked; and fled the scene. The driver of Unit #2 was transported to the hospital with serious injuries. Unit #1 was located and impounded.  Unit #3 had damage to the left side."
2019-10-02,2019,10,2,23:04:00,"Dark - Lighted Roadway","Clear","Franklin County","Columbus",39.89204,-82.96739,TRUE,FALSE,"On October 2nd 2019; at 11:04PM; Officer White #3125 and Officer Menard #2838 was dispatched to the scene of a vehicle that just struck a pedestrian and drove away. Witness #1 later identified as MR. Russel Weir; called 911 to report that a pedestrian just got struck by a white Saturn on Lockbourne Rd. Witness #1 just turned onto N.Lockbourne Rd from Williams Rd; when he noticed Unit #1 heading south bound on Lockbourne Rd strike Unit #2. Witness #1 stated Unit #2 was walking North on Lockbourne Rd; in the South bound lane; walking towards oncoming traffic. Witness # 1 stated after Unit #1 struck Unit #2; Unit #1 did not stay at the scene; and drove away in a quick manner. Witness #3 stated he saw Unit #1 turn West on to Williams Rd after he struck Unit #2. Officers discovered there was skid marks on asphalt from the tires of Unit #1 before striking Unit #2. CFD Medic 22 Pronounced Unit #2 at 11:13PM at the scene. Officer’s notified accident investigation unit detectives about the incident. Detective Brant #2185 responded to the scene to investigate the crash. Officers later discovered that Unit #1 called 911 to turn himself. Officers immediately responded to Unit #1's location at 241 Southard Dr; to later apprehend the driver; and discover the white Saturn that was involved parked in the yard behind the house."
2019-10-03,2019,10,3,06:58:00,"Dawn/Dusk","Clear","Scioto County","Portsmouth",38.757809,-82.8909,TRUE,FALSE,"UNIT 3 IS A PEDESTRIAN IN THE ROADWAY.  UNIT 3 IS STANDING IN THE LEFT LANE IN THE 5500 BLOCK OF US 52.  UNIT 1 IS EASTBOUND ON US 52 IN THE LEFT LANE.  UNIT 2 IS EASTBOUND ON US 52 IN THE RIGHT LANE.  UNIT 1 AND UNIT 2 ARE PARALLEL.  THE DRIVER OF UNIT 1 IS UNABLE TO AVOID STRIKING UNIT 3; SWERVES TOWARD THE MEDIAN IN AN ATTEMPT TO AVOID THE COLLISION.  THE DRIVER OF UNIT 1 STRIKES UNIT 3; LOSES CONTROL AND STRIKES UNIT 2 BEFORE COMING TO REST."
2019-09-17,2019,9,17,20:34:00,"Dark - Roadway Not Lighted","Clear","Hamilton County","Green (Township of)",39.1723,-84.6019,TRUE,FALSE,"Unit 2 was traveling southbound on North Bend at Reemelin Rd.; approaching the intersection on a visible green light.  Pedestrian Sherry Ray; Unit 1; parked her vehicle on Emerald Lake Dr. Unit 1 then crossed North Bend Rd. in a westbound direction just north of the intersection of Reemelin Rd. As Unit 1 began to cross the southbound lane of North Bend Rd.; she encroached the path of Unit 2; causing the left front portion of Unit 2 to strike Unit 1. Unit 1 was not in a marked crosswalk at the time of the crash.  Unit 2 continued on and pulled over to the right side of the road.  The pedestrian was transported to UCER by GRTP Medics where she was later pronounced deceased.  Unit 2 was towed by Schaffers Towing.    Dr. Stuever pronounced death at 22:32 Hrs."
2019-03-09,2019,3,9,01:11:00,"Dark - Lighted Roadway","Clear","Summit County","Akron",41.046928,-81.487512,TRUE,FALSE,"Unit #1; a pedestrian; was struck while in the middle of the west bound lane; in front of 1100 E Archwood. Unit #1 was struck by an unknown hit skip vehicle that was traveling west bound on E Archwood. Unit #1 was drug by the hit skip vehicle and came to final rest at 978 E Archwood Ave."
2019-06-21,2019,6,21,10:20:00,"Daylight","Clear","Summit County","Akron",41.070473,-81.535957,TRUE,FALSE,"Unit # 2 was westbound in lane 1 on W. Bartges St. approaching a lane 2 closure for a utility work zone.  Witnesses 1 and 2 were westbound on W. Bartges St. in lane 1 when they changed lanes into lane 2.  Unit # 1; westbound behind the witnesses in lane 1; did not change lanes and failed to maintain an assured clear distance to slow/ stop and struck unit # 2.  Both operators of unit 1 and 2 were ejected.      Witness 2 was not on scene of crash upon arrival of police."
2019-10-15,2019,10,15,20:57:00,"Dark - Roadway Not Lighted","Clear","Pickaway County","PICKAWAY (TOWNSHIP OF)",39.52648,-82.85231,TRUE,FALSE,"U-4 was disabled and parked in the eastbound lane of SR 361. U-2 had pulled behind U-4 and the driver of U-2 was out helping with U-4. U-1 was eastbound on SR 361. U-1 struck the the left  rear corner  of U-2. U-1 continued around U-2 and struck U-3 who was on the roadway. U-1 then struck U-4 in the rear. U-1 came to a rest off the right side of the roadway. U-3 was trapped under the front end of U-1. U-3 was pronounced dead at the scene.  Both U-2 and 4 had their four way flashers on at the  time of the crash.   Upon further investigation it was determined that  U-3 was standing or kneeling in the area of the right front wheel  of U-4. When U-4 was struck by U-1 it caused U-4 to strike U-3 knocking him into the ditch. U-1 then came to a rest with the front bumper area over U-3.  It was first thought that U-3 was in the roadway between U-2 and U-4.   Possible charges pending; review by the Prosecutor."
2019-10-01,2019,10,1,01:21:00,"Dark - Lighted Roadway","Cloudy","Summit County","Akron",41.075569,-81.519685,TRUE,FALSE,"Unit # 1 was riding northbound on the east sidewalk of S. Broadway when unit 3 traveled north bound on S Broadway; ran off the right side of the roadway striking  unit 1; then continued north bound and struck unit 2. Unit  2 was parked west bound in the parking lot of Citizen Bank.     Operator of unit # 1 succumbed to his injuries a short time after the crash."
2019-11-23,2019,11,23,19:26:00,"Dark - Lighted Roadway","Clear","Lucas County","TOLEDO",41.63878,-83.55557,TRUE,FALSE,"Unit #1 was Traveling S/W on Anthony Wayne Trail; When Ms. Jackson had walked N/W  in the middle of AW Trail  from between the Barricades at City Park and was standing in the middle of the street and was hit head on by Unit #1.  Unit 711 was on Scene and TFD #5 & #9.  Ms. Jackson was transported to St. Vincent Hospital where she was pronounced deceased at 2000hrs.   Investigation continues"
